28,0,-43,13.222740214444404,1
6,-4,-46,14.955310147015474,1
17,-2,-49,13.223371521309483,1
5,-4,-48,21.257098120140206,1
16,-2,-51,36.157647431407405,2
111,22,-26,28.388693574221737,2
99,19,-33,32.42357384100046,2
90,17,-30,13.813616719828024,1
156,32,-27,13.223042803333295,1
165,34,-28,13.222966196666627,1
195,41,-31,31.059649154288806,2
205,44,-33,13.320106051944443,1
135,26,-43,13.22344800857139,1
143,28,-37,16.937278918376986,1
161,33,-40,13.222966196666627,1
172,36,-42,13.222966196666627,1
176,37,-41,13.222966196666627,1
169,35,-38,36.25977818452645,2
173,36,-38,13.222966196666627,1
201,43,-43,13.223370873904724,1
194,41,-41,28.980005992534387,2
134,26,-49,13.222966196666627,1
175,37,-49,38.22418581008692,2
213,47,-55,22.98875315520624,1
204,44,-47,27.669940217224383,2
214,47,-47,29.02100312382805,2
226,50,-35,13.225093070059486,1
217,48,-47,13.236841516892824,1
209,46,-50,13.222966196666627,1
234,51,-25,13.222966196666627,1
242,52,-34,26.810842414730025,2
233,51,-53,26.787716062055427,2
248,53,-24,13.222966196666627,1
240,52,-43,13.222966196666627,1
225,50,-51,34.53120438646165,2
241,52,-38,13.222966196666627,1
255,55,-34,13.222966196666627,1
251,54,-52,13.222991536666628,1
239,52,-50,13.630683461674584,1
260,56,-44,36.1490038614074,2
267,58,-35,13.293492005420655,1
271,59,-34,13.222966196666627,1
3,-5,-1,54.63913059682878,3
2,-5,-5,35.72588465912271,2
13,-3,-6,28.342335455954533,2
1,-5,-6,54.72466350367971,3
0,-5,-7,51.73596114702758,3
8,-4,-7,13.670580467018025,1
19,-2,-21,13.240577864948378,1
30,0,-24,13.222740214444404,1
18,-2,-27,13.222718999999959,1
26,-1,-26,30.639703557610744,2
7,-4,-28,13.958715106135639,1
25,-1,-32,32.77134372635268,2
29,0,-38,13.222885176666628,1
31,0,15,13.222740214444404,1
9,-4,14,28.401531148732314,2
14,-3,12,33.40816648418038,2
54,6,11,31.10682674684834,2
78,13,9,13.223263927238056,1
108,21,9,27.211822722398008,2
38,1,-13,13.223392735753928,1
41,2,-13,34.28299328130557,2
42,2,-11,13.223157855015835,1
39,1,-10,29.340561100027784,2
51,5,-10,30.59385923647186,2
43,3,0,30.835405526255744,2
52,6,-12,36.1576474314074,2
53,6,-1,13.319999691944444,1
67,9,-4,13.223260329682502,1
71,11,-5,38.232829380086926,2
74,12,-7,13.222885176666628,1
81,14,-13,13.223042803333295,1
85,15,-7,18.274131462705007,1
100,19,-13,29.767401857945284,2
88,16,-4,30.779502387318438,2
82,14,-2,13.222966196666627,1
101,20,-7,28.7881775601971,2
113,22,-11,13.222885176666628,1
63,9,-32,23.205006671841158,1
127,24,2,29.28966167601191,2
107,21,3,36.34316547152645,2
69,10,3,34.99100859855292,2
75,12,4,30.779502387318438,2
91,17,4,13.22336698857139,1
114,22,5,13.222885176666628,1
70,10,8,36.471834655081985,2
120,23,-1,13.222966196666627,1
133,25,-8,13.225012050059487,1
118,23,-6,13.222966196666627,1
119,23,-2,29.275461610244715,2
106,21,-4,13.222885176666628,1
102,20,-3,22.581991841785598,1
96,18,-3,22.6480826867856,1
136,26,9,13.22344800857139,1
162,33,-14,19.408421243318653,1
170,35,-13,13.813616719828026,1
163,33,-2,36.42120457763755,2
166,34,-8,36.667071556947064,2
171,35,-3,15.987450714026426,1
178,37,-3,13.222966196666627,1
186,39,-8,32.79007381506001,2
174,36,-1,13.222966196666627,1
190,40,-5,30.83540552625576,2
202,43,-10,32.42357384100046,2
200,42,-3,36.1490038614074,2
196,41,-2,36.343165471526454,2
215,47,-14,13.222966196666627,1
219,48,-13,34.98236502855291,2
218,48,-22,16.966450901784388,1
228,50,-9,26.700062816158596,2
227,50,-22,13.222966196666627,1
235,51,-10,13.222966196666627,1
216,47,-2,13.36677807488887,1
244,52,-7,24.063920348400682,1
243,52,-8,13.236013732392822,1
245,52,-2,13.236013732392822,1
273,59,-20,13.22344800857139,1
264,57,-3,13.222966196666627,1
268,58,-3,34.98236502855291,2
372,82,1,36.435997255970875,2
289,63,1,31.607531022664837,2
197,41,1,13.22344800857139,1
149,31,2,13.23589996239282,1
179,37,2,13.232061909999963,1
256,55,2,36.42120457763755,2
348,76,2,14.361238945756599,1
223,49,3,22.85428851776179,1
208,45,3,13.222966196666627,1
224,49,22,13.222966196666627,1
221,48,22,13.222966196666627,1
220,48,14,29.92808992913709,2
211,46,21,13.222966196666627,1
210,46,7,36.1490038614074,2
206,44,15,13.222966196666627,1
207,44,19,13.222966196666627,1
182,38,5,13.222966196666627,1
158,32,7,28.800987682292337,2
145,30,10,13.324255971944446,1
150,31,12,36.149003861407394,2
